ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
JOR,0.08407079646017698,Jordan,0.13716814159292035,0.05309734513274336,69.0,64.0,5.0
NGA,0.07079646017699115,Nigeria,0.12389380530973451,0.05309734513274336,79.0,68.0,11.0
FIN,0.07964601769911504,Finland,0.1327433628318584,0.05309734513274335,71.0,66.0,5.0
LUX,0.04424778761061947,Luxembourg,0.09292035398230089,0.04867256637168142,99.0,84.0,15.0
KEN,0.08849557522123894,Kenya,0.13716814159292035,0.04867256637168141,65.0,64.0,1.0
PER,0.09734513274336283,Peru,0.1415929203539823,0.04424778761061947,63.0,63.0,0.0
IRQ,0.02654867256637168,Iraq,0.07079646017699115,0.04424778761061947,122.0,91.0,31.0
MKD,0.05752212389380531,North Macedonia,0.10176991150442477,0.04424778761061946,89.0,79.0,10.0
GRC,0.25663716814159293,Greece,0.29646017699115046,0.03982300884955753,31.0,32.0,-1.0
CZE,0.13716814159292035,Czech Republic,0.17699115044247787,0.03982300884955753,54.0,55.0,-1.0
MNE,0.022123893805309734,Montenegro,0.061946902654867256,0.03982300884955752,126.0,94.0,32.0
PAN,0.0752212389380531,Panama,0.11504424778761062,0.039823008849557515,72.0,71.0,1.0
SWE,0.1504424778761062,Sweden,0.1902654867256637,0.0398230088495575,50.0,48.0,2.0
GBR,0.504424778761062,United Kingdom,0.5442477876106194,0.03982300884955747,13.0,13.0,0.0
NLD,0.504424778761062,Netherlands,0.5442477876106194,0.03982300884955747,13.0,13.0,0.0
NOR,0.12389380530973451,Norway,0.1592920353982301,0.035398230088495575,55.0,58.0,-3.0
CIV,0.0752212389380531,Cote d'Ivoire,0.11061946902654868,0.035398230088495575,72.0,74.0,-2.0
HRV,0.07079646017699115,Croatia,0.10619469026548672,0.035398230088495575,79.0,77.0,2.0
KAZ,0.061946902654867256,Kazakhstan,0.09734513274336283,0.035398230088495575,86.0,80.0,6.0
UGA,0.04424778761061947,Uganda,0.07964601769911504,0.035398230088495575,99.0,88.0,11.0
MLT,0.017699115044247787,Malta,0.05309734513274336,0.035398230088495575,137.0,99.0,38.0
UZB,0.008849557522123894,Uzbekistan,0.04424778761061947,0.035398230088495575,164.0,107.0,57.0
IND,0.8008849557522124,India,0.8362831858407079,0.03539823008849552,3.0,1.0,2.0
BHR,0.15486725663716813,Bahrain,0.18584070796460178,0.03097345132743365,48.0,50.0,-2.0
