ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
TGO,0.002070828658426582,Togo,0.0005525219605349773,-0.0015183066978916048,63.0,99.0,-36.0
LBN,0.0077449883058063745,Lebanon,0.006155362017116527,-0.0015896262886898474,33.0,33.0,0.0
HKG,0.005105846591121464,"China, Hong Kong SAR",0.0035086870458779307,-0.0015971595452435334,45.0,50.0,-5.0
POL,0.005290764034161743,Poland,0.0033534116822918794,-0.0019373523518698634,43.0,51.0,-8.0
IRL,0.006483100323807235,Ireland,0.004518530657585446,-0.001964569666221789,35.0,42.0,-7.0
UKR,0.01174469849828891,Ukraine,0.009434661545375254,-0.0023100369529136557,25.0,25.0,0.0
SWE,0.006071129959112225,Sweden,0.0037066935808380943,-0.002364436378274131,38.0,49.0,-11.0
KWT,0.004612440583657791,Kuwait,0.0022322013828248504,-0.0023802392008329407,50.0,61.0,-11.0
MOZ,0.004958801591322104,Mozambique,0.0024099547875719124,-0.0025488468037501914,46.0,60.0,-14.0
CIV,0.004092995495971956,Cote d'Ivoire,0.0014132092106687243,-0.0026797862853032315,53.0,77.0,-24.0
ESP,0.019840553872369767,Spain,0.017128759757083344,-0.0027117941152864228,15.0,15.0,0.0
CHE,0.0066505792127230495,Switzerland,0.003774771500910507,-0.0028758077118125423,34.0,48.0,-14.0
DEU,0.0375364803588765,Germany,0.0345191223355736,-0.003017358023302899,8.0,7.0,1.0
UGA,0.00790843054409247,Uganda,0.004843989681570685,-0.0030644408625217848,32.0,38.0,-6.0
YEM,0.0031727289371281616,Yemen,5.8304165350911995e-05,-0.0031144247717772495,59.0,159.0,-100.0
SAU,0.008017965581879795,Saudi Arabia,0.004304973147894769,-0.003712992433985026,31.0,45.0,-14.0
NOR,0.005917940520890852,Norway,0.001920309919749555,-0.003997630601141297,40.0,69.0,-29.0
NZL,0.01929805195814404,New Zealand,0.015158115091232442,-0.004139936866911598,17.0,18.0,-1.0
EGY,0.0052706548934787194,Egypt,0.00109203632028242,-0.0041786185731963,44.0,83.0,-39.0
BEN,0.005343036719998512,Benin,0.0010557314461371809,-0.004287305273861331,41.0,84.0,-43.0
GUY,0.004917805361897032,Guyana,0.0006303079107330513,-0.004287497451163981,47.0,96.0,-49.0
KEN,0.006407979461950232,Kenya,0.0020132504607961762,-0.004394729001154056,36.0,68.0,-32.0
ISR,0.00477867804971219,Israel,0.0003529799966384012,-0.004425698053073789,49.0,113.0,-64.0
RWA,0.006039023300136858,Rwanda,0.0012901873081885278,-0.004748835991948331,39.0,80.0,-41.0
MUS,0.005332061455743892,Mauritius,0.0005498730153422492,-0.004782188440401643,42.0,100.0,-58.0
IRN,0.00630830529803842,Iran,0.00039038394630757126,-0.005917921351730848,37.0,110.0,-73.0
DOM,0.00824147562280108,Dominican Republic,0.0009957512044745749,-0.007245724418326505,30.0,85.0,-55.0
SGP,0.018527565879791135,Singapore,0.010837975372221247,-0.0076895905075698885,18.0,23.0,-5.0
BEL,0.028040333039834067,Belgium,0.019343090239342314,-0.008697242800491754,12.0,13.0,-1.0
NER,0.01045730667004551,Niger,0.00011893278066458069,-0.01033837388938093,28.0,140.0,-112.0
FJI,0.012545255023802531,Fiji,0.0018377922198293992,-0.010707462803973132,23.0,72.0,-49.0
GBR,0.03650278713062351,United Kingdom,0.02405644627229273,-0.012446340858330778,9.0,12.0,-3.0
ZAF,0.0383742780922795,South Africa,0.024846657265399023,-0.013527620826880478,6.0,11.0,-5.0
SYC,0.014327303846047582,Seychelles,5.238910862489368e-05,-0.014274914737422689,20.0,162.0,-142.0
CHN,0.03244051246473918,China,0.017899834831118573,-0.01454067763362061,10.0,14.0,-4.0
ITA,0.046614944127359385,Italy,0.026599429552716342,-0.020015514574643043,3.0,10.0,-7.0
NGA,0.028014549417573073,Nigeria,0.002615459291702828,-0.025399090125870244,13.0,56.0,-43.0
THA,0.07048496456083922,Thailand,0.0437550426098878,-0.02672992195095142,2.0,5.0,-3.0
PAK,0.03921628006449029,Pakistan,0.006394243455431367,-0.03282203660905892,5.0,31.0,-26.0
