ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
UGA,0.0056440511307767945,Uganda,0.004424778761061947,-0.0012192723697148477,58.0,68.0,-10.0
CHE,0.001927236971484759,Switzerland,0.0,-0.001927236971484759,82.0,102.0,-20.0
ARE,0.08471976401179941,United Arab Emirates,0.08116027531956735,-0.003559488692232063,11.0,11.0,0.0
LTU,0.012487708947885938,Lithuania,0.008652900688298918,-0.0038348082595870206,42.0,59.0,-17.0
BFA,0.004405113077679449,Burkina Faso,0.00015732546705998033,-0.004247787610619469,64.0,97.0,-33.0
BGD,0.004247787610619469,Bangladesh,0.0,-0.004247787610619469,78.0,102.0,-24.0
NOR,0.004365781710914454,Norway,0.0,-0.004365781710914454,76.0,102.0,-26.0
COL,0.008810226155358898,Colombia,0.004424778761061947,-0.004385447394296952,51.0,68.0,-17.0
AZE,0.004385447394296952,Azerbaijan,0.0,-0.004385447394296952,73.0,102.0,-29.0
BLR,0.004385447394296952,Belarus,0.0,-0.004385447394296952,73.0,102.0,-29.0
FIN,0.004405113077679449,Finland,0.0,-0.004405113077679449,64.0,102.0,-38.0
IRL,0.004405113077679449,Ireland,0.0,-0.004405113077679449,64.0,102.0,-38.0
ISR,0.004405113077679449,Israel,0.0,-0.004405113077679449,64.0,102.0,-38.0
TJK,0.004424778761061947,Tajikistan,0.0,-0.004424778761061947,62.0,102.0,-40.0
SRB,0.017718780727630286,Serbia,0.013018682399213373,-0.004700098328416913,30.0,46.0,-16.0
CIV,0.009990167158308751,Cote d'Ivoire,0.002969518190757129,-0.007020648967551622,44.0,92.0,-48.0
NZL,0.019508357915437563,New Zealand,0.012055063913470993,-0.00745329400196657,29.0,50.0,-21.0
SUR,0.007472959685349066,Suriname,0.0,-0.007472959685349066,57.0,102.0,-45.0
PER,0.008141592920353982,Peru,0.00015732546705998033,-0.007984267453294001,55.0,97.0,-42.0
GUY,0.012546705998033432,Guyana,0.003854473942969518,-0.008692232055063913,40.0,90.0,-50.0
ATG,0.008711897738446411,Antigua and Barbuda,0.0,-0.008711897738446411,53.0,102.0,-49.0
SWE,0.01319567354965585,Sweden,0.0043461160275319564,-0.008849557522123894,36.0,73.0,-37.0
COD,0.00896755162241888,"Congo, Democratic Republic",0.0,-0.00896755162241888,49.0,102.0,-53.0
FJI,0.020688298918387416,Fiji,0.011583087512291052,-0.009105211406096363,28.0,52.0,-24.0
SAU,0.013510324483775812,Saudi Arabia,0.004365781710914454,-0.009144542772861357,35.0,71.0,-36.0
LAO,0.009537856440511307,Lao PDR,0.0,-0.009537856440511307,47.0,102.0,-55.0
AUT,0.009577187807276302,Austria,0.0,-0.009577187807276302,46.0,102.0,-56.0
KWT,0.01303834808259587,Kuwait,0.0,-0.01303834808259587,39.0,102.0,-63.0
DZA,0.01311701081612586,Algeria,0.0,-0.01311701081612586,38.0,102.0,-64.0
SYC,0.01319567354965585,Seychelles,0.0,-0.01319567354965585,36.0,102.0,-66.0
HND,0.01744346116027532,Honduras,0.0,-0.01744346116027532,31.0,102.0,-71.0
PAN,0.02176991150442478,Panama,0.003874139626352016,-0.017895771878072765,25.0,89.0,-64.0
ZAF,0.1008062930186824,South Africa,0.08041297935103245,-0.020393313667649945,9.0,12.0,-3.0
CPV,0.021710914454277287,Cabo Verde,0.0,-0.021710914454277287,26.0,102.0,-76.0
POL,0.04369714847590954,Poland,0.017168141592920353,-0.026529006882989186,18.0,40.0,-22.0
GHA,0.04355948869223206,Ghana,0.013018682399213373,-0.030540806293018682,19.0,46.0,-27.0
AUS,0.06436578171091445,Australia,0.03354965585054081,-0.03081612586037364,12.0,24.0,-12.0
GBR,0.04387413962635202,United Kingdom,0.012035398230088496,-0.031838741396263526,16.0,51.0,-35.0
EGY,0.053746312684365784,Egypt,0.0,-0.053746312684365784,14.0,102.0,-88.0
BEN,0.11852507374631269,Benin,0.00019665683382497542,-0.11832841691248772,7.0,96.0,-89.0
FRA,0.17089478859390364,France,0.026666666666666665,-0.14422812192723697,6.0,30.0,-24.0
THA,0.24818092428711896,Thailand,0.10222222222222223,-0.14595870206489675,2.0,7.0,-5.0
PAK,0.23335299901671583,Pakistan,0.025408062930186825,-0.207944936086529,4.0,32.0,-28.0
NER,0.22204523107177973,Niger,0.004326450344149459,-0.21771878072763026,5.0,84.0,-79.0
